ticker,date,article_datetime,title,polarity,neg,neu,pos
TSLA,2024-04-23,2024-04-23T12:57:10+00:00,Disaster at Tesla? Previewing Today's Earnings,-0.966,0.127,0.821,0.052
TSLA,2024-04-23,2024-04-23T12:40:44+00:00,UPDATE 1-Tesla aims to cut 400 jobs in Germany via voluntary programme,-0.802,0.098,0.851,0.051
TSLA,2024-04-23,2024-04-23T12:16:59+00:00,Tesla aims to cut 400 jobs in Germany via voluntary programme,-0.827,0.116,0.884,0.0
TSLA,2024-04-23,2024-04-23T12:00:44+00:00,Toyota Nearly Strips Away Tesla's Last Shred Of Dignity,0.068,0.085,0.823,0.092
TSLA,2024-04-23,2024-04-23T11:55:20+00:00,GLOBAL MARKETS-Stocks gear up for Big Tech earnings; yen sits near danger zone,0.975,0.072,0.83,0.099
TSLA,2024-04-23,2024-04-23T11:45:26+00:00,Elon Musk plots new direction after Tesla’s electric car crisis,0.997,0.057,0.834,0.109
TSLA,2024-04-23,2024-04-23T11:00:00+00:00,Palantir Stock at a Crossroads: Analyzing the Risks and Rewards for Investors,0.997,0.035,0.847,0.119
TSLA,2024-04-23,2024-04-23T11:00:00+00:00,Layoffs 2024: 3 Stocks That Ought to Copy Tesla’s Job Cuts,0.985,0.031,0.898,0.071
TSLA,2024-04-23,2024-04-23T10:51:25+00:00,Tesla Stock in ‘No Man’s Land’ After 43% Rout Ahead of Earnings,-0.976,0.081,0.867,0.052
TSLA,2024-04-23,2024-04-23T10:50:00+00:00,Buy Rivian Stock Ahead of the Squeeze? Not So Fast,0.948,0.065,0.847,0.087
TSLA,2024-04-23,2024-04-23T10:34:14+00:00,"General Motors beats quarterly results targets, raises forecast",0.984,0.048,0.853,0.098
TSLA,2024-04-23,2024-04-23T10:30:00+00:00,3 EV Stocks That Could Be Multibaggers in the Making: April Edition,0.996,0.032,0.854,0.115
TSLA,2024-04-23,2024-04-23T10:00:00+00:00,3 Blue-Chip Stocks to Buy at a 52-Week Low in April,-0.976,0.098,0.82,0.082
TSLA,2024-04-23,2024-04-23T09:12:11+00:00,"Trending tickers: Tesla, ABF, Novartis, Taylor Wimpey, JD Sports",0.996,0.039,0.868,0.093
TSLA,2024-04-23,2024-04-23T08:30:00+00:00,I Was Incredibly Wrong About the Tesla Cybertruck,-0.96,0.125,0.826,0.048
TSLA,2024-04-23,2024-04-23T08:11:37+00:00,"FTSE 100 LIVE: Europe up, London hits all-time high as traders prices in summer interest rate cut",0.988,0.048,0.867,0.085
TSLA,2024-04-23,2024-04-23T00:00:00+00:00,3 EV Stocks That Could Be Multibaggers in the Making: April Edition,0.637,0.0,0.729,0.271
TSLA,2024-04-23,2024-04-23T00:00:00+00:00,TSLA Stock Alert: Tesla Job Cuts Continue with &#039;Voluntary Programme&#039; in Germany,0.422,0.0,0.858,0.142
TSLA,2024-04-23,2024-04-23T00:00:00+00:00,"TSLA Stock Earnings: Tesla Misses EPS, Misses Revenue for Q1 2024",-0.296,0.165,0.752,0.083
TSLA,2024-04-23,2024-04-23T00:00:00+00:00,"
Travis Hoium  |  Apr 23, 2024
",-0.142,0.147,0.853,0.0
TSLA,2024-04-23,2024-04-23T00:00:00+00:00,"
Parkev Tatevosian, CFA  |  Apr 23, 2024
",0.0,0.0,1.0,0.0
TSLA,2024-04-23,2024-04-23T00:00:00+00:00,Why Are Stocks Up Today?,0.0,0.0,1.0,0.0
TSLA,2024-04-23,2024-04-23T00:00:00+00:00,Profit From the Panic: 3 Stocks to Buy as Fear Hits Wall Street,0.34,0.0,0.87,0.13
